service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
405;Maipu;Cantagallo;2;PI369-PI459-PI460-PI461-PI462-PI463-PI464-PI465-PI466-PI467-PI1256-PI468-PI469-PI1352-PI386-PI231-PI232-PI233-PI234-PI235-PI236-PI387-PI388-PI389-PI390-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI470-PI457-PI339-PI401-PI439-PI440-PI1813-PA657-PA369-PA370-PA338-PA350-PA371-PA341-PA372-PC1147-PC200-PC201-PC202-PC1-PC2-PC203-PC204-PC205-PC206-PC207-PC208-PC209-PC210-PC211-PC212-PC213-PC214-PC215-PC216-PC217-PC218-PC219-PC220-PC221-PC222-PC223-PC224-PC225-PC226-PC227-PC228-PC229-PC230-PC231-PC232-PC233-PC234-PC236-PC237-PC239-PC288-PC289-PC290;PC290-PC291-PC292-PC240-PC241-PC242-PC1135-PC245-PC246-PC247-PC248-PC249-PC250-PC251-PC252-PC253-PC254-PC1082-PC256-PC257-PC258-PC259-PC260-PC1116-PC261-PC262-PC263-PC264-PC265-PC266-PC267-PC268-PC269-PC187-PC188-PC189-PC191-PC192-PC193-PC194-PC195-PC196-PA343-PA41-PA344-PA345-PA184-PA346-PA347-PA348-PA349-PI403-PI404-PI405-PI471-PI406-PJ112-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI416-PI417-PI418-PI253-PI217-PI218-PI219-PI220-PI221-PI419-PI1337-PI1333-PI472-PI473-PI474-PI475-PI476-PI477-PI478-PI479-PI480-PI191-PI192-PI481-PI370-PI482-PI436;Domingo y Festivos-00:02-23:59/Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59;Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59/Domingo y Festivos-00:02-23:59
405c;Plaza Italia;Vitacura;2;PC1147-PC200-PC201-PC202-PC1-PC2-PC203-PC204-PC205-PC206-PC207-PC208-PC209-PC210-PC211-PC212-PC213-PC214-PC215-PC216-PC217-PC218-PC219-PC220;PC257-PC258-PC259-PC260-PC1116-PC261-PC262-PC263-PC264-PC265-PC266-PC267-PC268-PC269-PC270-PC271-PC272-PC21-PC273-PC274-PC275-PC276-PC277-PC1147;Lunes a Viernes-16:32-19:53/Lunes a Viernes-06:30-09:26;Lunes a Viernes-16:00-20:50/Lunes a Viernes-07:00-09:37
406;Pudahuel;Cantagallo;2;PJ1755-PJ114-PJ115-PJ116-PJ164-PJ117-PJ118-PJ119-PJ170-PJ120-PJ121-PJ171-PJ123-PJ124-PJ173-PJ1777-PJ126-PJ175-PJ128-PJ176-PJ177-PJ178-PJ131-PJ179-PJ180-PJ133-PJ181-PJ135-PJ51-PJ136-PJ53-PJ54-PA1-PA599-PA2-PA368-PA657-PA369-PA370-PA338-PA598-PA339-PA371-PA341-PA372-PC199-PC200-PC201-PC202-PC1-PC2-PC204-PC205-PC206-PC155-PC156-PC157-PC158-PC159-PC160-PC161-PC162-PC163-PC1066-PC165-PC278-PC279-PC280-PC281-PC282-PC283-PC284-PC285-PC286-PC287-PC236-PC237-PC239-PC288-PC289-PC290;PC290-PC291-PC292-PC240-PC241-PC242-PC244-PC115-PC293-PC116-PC294-PC295-PC296-PC297-PC298-PC299-PC300-PC177-PC178-PC179-PC180-PC181-PC182-PC183-PC184-PC1106-PC185-PC186-PC1016-PC270-PC271-PC301-PC190-PC273-PC274-PC275-PC276-PC277-PA373-PA42-PA374-PA375-PA376-PA377-PA187-PA186-PA378-PA4-PA5-PA6-PA8-PA725-PJ137-PJ138-PJ139-PJ140-PJ141-PJ142-PJ183-PJ143-PJ190-PJ145-PJ953-PJ146-PJ147-PJ148-PJ149-PJ1776-PJ991-PJ151-PJ152-PJ153-PJ154-PJ155-PJ156-PJ157-PJ185-PJ158-PJ159-PJ160-PJ820-PJ161-PJ821-PJ1726-PJ1945;Sábado-05:00-22:53/Lunes a Viernes-05:00-23:50;Lunes a Viernes-05:57-23:54/Sábado-05:45-22:54
406c;(M) Escuela Militar;Cantagallo;2;PC160-PC161-PC162-PC163-PC1066-PC165-PC278-PC279-PC280-PC281-PC282-PC283-PC284-PC285-PC286-PC287-PC236-PC237-PC239-PC288-PC289-PC290;PC290-PC291-PC292-PC240-PC241-PC242-PC244-PC115-PC293-PC116-PC294-PC295-PC296-PC297-PC298-PC299-PC300-PC177-PC178-PC179-PC180-PC181-PC182;Lunes a Viernes-06:30-10:00/Lunes a Viernes-16:30-20:00/Sábado-06:30-22:45;Lunes a Viernes-16:40-20:20/Lunes a Viernes-07:00-09:20/Sábado-06:53-23:15
407;Enea;Hospital Dipreca;2;PJ1603-PJ1722-PJ421-PJ422-PJ423-PJ424-PJ425-PJ426-PJ427-PJ117-PJ118-PJ119-PJ170-PJ120-PJ121-PJ171-PJ123-PJ124-PJ173-PJ1777-PJ126-PJ175-PJ128-PJ176-PJ177-PJ178-PJ131-PJ179-PJ180-PJ133-PJ181-PJ135-PJ41-PJ42-PJ43-PJ44-PI65-PI66-PI340-PI341-PI440-PI1813-PA657-PA369-PA370-PA338-PA339-PA340-PA341-PA342-PC147-PC148-PC149-PC150-PC151-PC2-PC152-PC153-PC154-PC155-PC156-PC157-PC158-PC159-PC586-PC161-PC162-PC163-PC164-PC165-PC166-PC167-PC168-PC137-PC169-PC138-PC170-PC171-PC302-PC303-PC304-PC305-PC306-PC1059-PC308-PC452-PC666-PC667;PC1223-PC1089-PC1093-PC477-PC478-PC541-PC311-PC312-PC313-PC314-PC315-PC316-PC121-PC122-PC174-PC1105-PC175-PC176-PC177-PC178-PC179-PC180-PC181-PC182-PC183-PC184-PC1106-PC185-PC186-PC1016-PC270-PC271-PC301-PC190-PC273-PC274-PC275-PC276-PC277-PA373-PA42-PA374-PA375-PA376-PA377-PA187-PA186-PA16-PI454-PI345-PI80-PI81-PI82-PI83-PI84-PJ1731-PJ189-PJ143-PJ190-PJ145-PJ953-PJ146-PJ147-PJ148-PJ149-PJ1776-PJ991-PJ151-PJ152-PJ1571-PJ154-PJ155-PJ156-PJ157-PJ185-PJ158-PJ159-PJ160-PJ373-PJ374-PJ375-PJ376-PJ377-PJ378-PJ379-PJ380-PJ1721-PJ1602;;Domingo y Festivos-05:30-23:48/Sábado-05:05-23:48/Lunes a Viernes-05:32-23:48/Lunes a Viernes-06:00-00:30/Domingo y Festivos-05:48-00:24/Sábado-05:50-00:30
408;Renca;Mapocho;4;PB654-PB57-PB1690-PB58-PB655-PB656-PB657-PB658-PB64-PB65-PB66-PB67-PB68-PB69-PA380;PA380-PA49-PB82-PB83-PB84-PB85-PB86-PB1709-PB87-PB659-PB660-PB661-PB662-PB663-PB664-PB665-PB1734-PB666-PB667;Lunes a Viernes-05:30-23:45/Domingo y Festivos-05:30-23:40/Sábado-05:30-23:48;Lunes a Viernes-05:49-00:10/Domingo y Festivos-05:35-00:10/Sábado-05:50-00:10
408e;Renca;Mapocho;4;PB1521-PB1060-PB1661-PB1660-PB1061-PB1644-PB787-PB53-PB54-PB55-PB56-PB57-PB1690-PB58-PB663-PB1653-PA380;;;
409;Mapocho;Plaza San Enrique;2;PA354-PA49-PA265-PC317-PC318-PC319-PC320-PC322-PC323-PC324-PC325-PC326-PC1224-PC327-PC328-PC144-PC236-PC237-PC239-PC288-PC289-PC290-PC423-PC424-PC425-PC853-PC606-PC607-PC1019-PC608;PC609-PC610-PC611-PC612-PC613-PC614-PC615-PC1117-PC616-PC291-PC292-PC240-PC241-PC242-PC244-PC329-PC330-PC331-PC332-PC333-PC334-PC335-PC336-PC337-PC338-PC339-PC340-PC341-PC342-PC343-PC344-PC345-PC346-PC347-PB668-PB669-PB670-PA354;Sábado-05:30-00:20/Domingo y Festivos-05:30-00:20/Lunes a Viernes-05:39-00:20;Domingo y Festivos-06:00-00:40/Lunes a Viernes-05:58-00:50/Sábado-06:15-00:50
410;Renca;Providencia;4;PB654-PB57-PB1690-PB58-PB655-PB656-PB657-PB658-PB64-PB65-PB66-PB67-PB68-PB69-PC317-PC318-PC349;PC349-PC273-PC274-PC275-PC276-PC277-PC1081-PB77-PB78-PB79-PB80-PB81-PB82-PB83-PB84-PB85-PB86-PB1709-PB87-PB659-PB660-PB661-PB662-PB663-PB664-PB665-PB1734-PB666-PB667;Domingo y Festivos-05:30-23:50/Lunes a Viernes-05:30-23:48/Sábado-05:30-23:50;Lunes a Viernes-06:03-00:12/Domingo y Festivos-06:06-00:12/Sábado-05:59-00:12
410e;Renca;Providencia;4;PB1521-PB1060-PB1661-PB1660-PB1061-PB1644-PB787-PB53-PB54-PB55-PB56-PB57-PB1690-PB58-PB663-PB1653-PC317-PC318-PC349;;;
411;Providencia;Plaza San Enrique;2;PC203-PC204-PC350-PC320-PC322-PC323-PC324-PC325-PC326-PC1224-PC327-PC328-PC144-PC236-PC237-PC239-PC288-PC289-PC351-PC352-PC353-PC354-PC355-PC356-PC1041-PC357-PC358;PC359-PC360-PC361-PC362-PC363-PC364-PC365-PC1087-PC1060-PC291-PC292-PC240-PC241-PC242-PC244-PC329-PC330-PC331-PC332-PC333-PC334-PC335-PC336-PC337-PC338-PC339-PC340-PC341-PC203;Lunes a Viernes-05:39-23:50/Sábado-05:42-23:48/Domingo y Festivos-05:54-23:38;Sábado-06:00-00:20/Lunes a Viernes-06:00-00:20/Domingo y Festivos-05:58-00:20
412;(M) San Pablo;La Reina;2;PJ1573-PJ620-PJ1740-PJ885-PI753-PI754-PI755-PI400-PI457-PI339-PI401-PI439-PI440-PI1813-PA657-PA336-PA337-PA338-PA167-PA340-PA341-PA383-PC147-PC148-PC149-PC150-PC151-PC2-PC370-PC153-PC206-PC509-PC379-PC380-PC381-PC382-PC383-PC384-PC385-PC386-PD456-PD457-PD458-PD357-PD1202-PD1204-PD1284-PD241-PD1285-PD1286-PD1287-PD1288-PD1289-PD1290-PD1013-PD1014-PD1015-PD1016-PD250-PD251-PD252-PD253-PD1419-PD1062-PD1369-PD1019-PD726-PD727;PD738-PD1420-PD440-PD1187-PD1418-PD1079-PD296-PD297-PD298-PD780-PD781-PD782-PD1002-PD1254-PD1255-PD1256-PD1257-PD1258-PD1361-PD308-PD1259-PD1260-PD1199-PD1200-PD1201-PD407-PD467-PD468-PC978-PC388-PC389-PC390-PC391-PC392-PC393-PC394-PC1016-PC187-PC188-PC189-PC190-PC191-PC192-PC193-PC194-PC195-PC196-PA384-PA42-PA385-PA183-PA365-PA185-PA187-PA186-PA16-PI454-PI345-PI449-PI450-PI458-PJ113-PI759-PI760-PJ907-PJ191-PJ862-PJ1573;Domingo y Festivos-05:30-01:30/Sábado-05:43-01:30/Lunes a Viernes-05:30-01:30;Sábado-04:50-00:48/Lunes a Viernes-04:50-00:48/Domingo y Festivos-04:50-00:48
413c;Avenida Portales;(M) Las Rejas;2;PI436-PI369-PI459-PI460-PI461-PI462-PI463-PI464-PI465-PI466-PI467-PI1256-PI468-PI469-PI1352-PI386-PI231-PI232-PI233-PI234-PI235-PI236-PI387-PI388-PI389-PI390-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI470;PJ112-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI416-PI417-PI418-PI253-PI217-PI218-PI219-PI220-PI221-PI419-PI1337-PI1333-PI472-PI473-PI474-PI475-PI476-PI477-PI478-PI479-PI480-PI191-PI192-PI481-PI370-PI482-PI436;Lunes a Viernes-06:00-08:50;Lunes a Viernes-17:30-20:50
413v;Avenida Portales;(M) Plaza De Maipu;2;PI436-PI369-PI459-PI460-PI461-PI462-PI463-PI464-PI465-PI466-PI467-PI1256-PI468-PI469-PI1352-PI386;PI419-PI1337-PI1333-PI472-PI473-PI474-PI475-PI476-PI477-PI478-PI479-PI480-PI191-PI192-PI481-PI370-PI482-PI436;Lunes a Viernes-05:55-08:50;Lunes a Viernes-17:30-20:20
414e;(M) Pudahuel;Los Trapenses;2;PJ1570-PJ194-PJ91-PC1085-PC681-PC230-PC1063-PC939-PC1228-PC790-PC791-PC792-PC793-PC371;PC372-PC772-PC773-PC774-PC943-PC1071-PC248-PC250-PC251-PC253-PC255-PC1035-PJ35-PJ60-PJ62-PJ64-PJ66-PJ1572;Lunes a Viernes-05:30-08:56;Lunes a Viernes-17:00-20:47
415e;(M) Pudahuel;(M) Manquehue;2;PJ193-PJ194-PJ91-PC322-PC323-PC103-PC104-PC105-PC373;PC1065-PC182-PJ35-PJ60-PJ62-PJ64-PJ66-PJ1572;Lunes a Viernes-06:08-09:20;Lunes a Viernes-17:30-21:00
417e;Maipu;(M) Manquehue;2;PI485-PI234-PJ49-PC322-PC323-PC103-PC104-PC105-PC373;PC378-PC97-PC337-PJ37-PI351-PI484-PI609-PI610-PI1818-PI485;Lunes a Viernes-06:00-09:28;Lunes a Viernes-17:30-21:28
418;Enea;Av. Tobalaba;2;PJ1716-PJ1603-PJ1722-PJ1669-PJ1561-PJ199-PJ201-PJ1727-PJ202-PJ200-PJ203-PJ1755-PJ114-PJ205-PJ206-PJ207-PJ208-PJ209-PJ210-PJ211-PJ212-PJ213-PJ1682-PI749-PI750-PI751-PI752-PI753-PI754-PI755-PI400-PI457-PI339-PI439-PI1813-PA657-PA336-PA337-PA338-PA167-PA340-PA341-PA383-PC147-PC148-PC149-PC150-PC151-PC2-PC370-PC153-PC206-PC509-PC379-PC380-PC381-PC382-PC383-PC384-PC385-PC386-PD456-PD457-PD458-PD357-PD358-PD359-PD360-PD361-PD362-PD363-PD364-PD365-PD366-PD459-PD367-PD368-PD656-PD369-PD1412-PD370-PD371-PD372-PD373-PD374-PD460-PD1357-PD461-PD462-PD463-PD137-PE883-PE40;PE42-PE37-PE39-PD1409-PD618-PD464-PD465-PD466-PD389-PD390-PD391-PD392-PD393-PD394-PD1371-PD395-PD396-PD397-PD398-PD399-PD400-PD401-PD402-PD403-PD404-PD405-PD406-PD407-PD467-PD468-PC978-PC388-PC389-PC390-PC391-PC392-PC393-PC394-PC1016-PC187-PC188-PC189-PC190-PC191-PC192-PC193-PC194-PC195-PC196-PA384-PA42-PA385-PA365-PA185-PA187-PA186-PA16-PI454-PI345-PI449-PI450-PI458-PJ113-PJ215-PI759-PI760-PI761-PI762-PI763-PI764-PJ216-PJ217-PJ218-PJ219-PJ220-PJ221-PJ223-PJ224-PJ225-PJ226-PJ1945-PJ227-PJ228-PJ229-PJ230-PJ231-PJ232-PJ1668-PJ1701-PJ1721-PJ1744-PJ1820-PJ1620;Domingo y Festivos-05:30-00:20/Sábado-05:00-00:20/Lunes a Viernes-05:09-00:20;Lunes a Viernes-05:52-00:45/Sábado-05:58-00:45/Domingo y Festivos-05:45-00:45
419;Villa Los Heroes;Plaza Italia;2;PI528-PI529-PI167-PI486-PI487-PI488-PI489-PI94-PI95-PI96-PI97-PI98-PI99-PI100-PI101-PI1575-PI490-PI491-PI492-PI493-PI494-PI495-PI496-PI497-PI498-PI499-PI500-PI1463-PI234-PI235-PI236-PI387-PI388-PI389-PI390-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI437-PI438-PI448-PI340-PI439-PI342-PI1814-PA163-PA336-PA337-PA28-PA350-PA168-PA169-PA342;PA343-PA41-PA344-PA345-PA184-PA346-PA347-PA348-PA349-PI403-PI404-PI405-PI471-PI406-PJ112-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI416-PI417-PI418-PI253-PI217-PI218-PI501-PI502-PI503-PI504-PI505-PI506-PI507-PI508-PI509-PI510-PI511-PI512-PI153-PI154-PI155-PI156-PI157-PI158-PI159-PI160-PI1529-PI161-PI513-PI514-PI162-PI163-PI164-PI165-PI166-PI1578-PI564;Lunes a Viernes-05:39-23:48/Sábado-05:30-23:44/Domingo y Festivos-05:36-23:44;Lunes a Viernes-05:58-00:30/Domingo y Festivos-06:24-00:30/Sábado-05:44-00:30
420e;(M) Escuela Militar;Lo Hermida;2;PC74-PC77-PC80-PD357-PD362-PD366-PD368-PD656-PD1412-PD370-PD372-PD373-PD374-PD375-PD376-PD378-PD379-PD381;PD382-PD386-PD387-PD388-PD390-PD391-PD393-PD1371-PD395-PD397-PD401-PD407-PD182-PC54-PC1090;Lunes a Viernes-06:00-09:20/Lunes a Viernes-17:30-21:29;Lunes a Viernes-17:30-21:00/Lunes a Viernes-05:30-09:22
421;Maipu;San Carlos De Apoquindo;2;PI1666-PI1450-PI1452-PI1458-PI1680-PI1551-PI1447-PI373-PI374-PI375-PI376-PI377-PI1674-PI378-PI1657-PI651-PI652-PI1254-PI653-PI654-PI655-PI105-PI386-PI231-PI232-PI233-PI234-PI235-PI236-PI387-PI388-PI389-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI400-PI457-PI339-PI401-PI341-PI440-PI1813-PA657-PA369-PA370-PA338-PA339-PA340-PA341-PA342-PC147-PC148-PC149-PC150-PC151-PC2-PC152-PC153-PC154-PC155-PC156-PC157-PC158-PC159-PC586-PC161-PC162-PC163-PC164-PC165-PC166-PC167-PC168-PC137-PC1064-PC138-PC170-PC396-PC397-PC398-PC1033-PC399-PC1091-PC400-PC401-PC402-PC1032-PC403-PC404-PC405-PC632-PC1050;PC1050-PC637-PC1051-PC412-PC413-PC414-PC415-PC416-PC417-PC1092-PC418-PC1031-PC419-PC420-PC421-PC422-PC315-PC316-PC121-PC122-PC174-PC1105-PC175-PC176-PC177-PC178-PC179-PC180-PC181-PC182-PC183-PC184-PC1106-PC185-PC186-PC1016-PC187-PC188-PC189-PC191-PC192-PC193-PC194-PC195-PC196-PA343-PA41-PA344-PA345-PA184-PA346-PA347-PA348-PA349-PI403-PI404-PI405-PI471-PI406-PJ112-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI416-PI417-PI418-PI253-PI217-PI218-PI219-PI220-PI221-PI866-PI867-PI1542-PI697-PI698-PI699-PI700-PI701-PI426-PI427-PI1673-PI428-PI429-PI430-PI431-PI432-PI433-PI1448-PI1457-PI1456-PI1449-PI1451-PI435-PI436;Lunes a Viernes-05:00-23:48/Domingo y Festivos-05:00-23:48/Sábado-05:00-23:48;Lunes a Viernes-06:00-00:48/Domingo y Festivos-06:00-00:48/Sábado-06:00-00:48
422;Pobl. Teniente Merino;La Reina;2;PJ1603-PJ1722-PJ1669-PJ1711-PJ233-PJ198-PJ1702-PJ1703-PJ1704-PJ119-PJ170-PJ120-PJ121-PJ171-PJ123-PJ124-PJ173-PJ1777-PJ126-PJ175-PJ128-PJ176-PJ177-PJ178-PJ131-PJ179-PJ180-PJ133-PJ181-PJ135-PJ51-PJ136-PJ53-PJ54-PA1-PA599-PA2-PA368-PA163-PA164-PA668-PA215-PA167-PA168-PA169-PA710-PA543-PA688-PA687-PA709-PD328-PD329-PD330-PD331-PD332-PD333-PD334-PD335-PD336-PD337-PD338-PD339-PD340-PD341-PD342-PD409-PD410-PD411-PD412-PD413-PD414-PD415-PD416-PD247-PD248-PD249-PD417-PD418-PD419-PD1017-PD420-PD1435-PD422-PD423-PD424-PD726-PD727;PD738-PD1420-PD440-PD441-PD442-PD443-PD444-PD445-PD299-PD300-PD302-PD446-PD447-PD448-PD449-PD450-PD451-PD452-PD313-PD314-PD315-PD316-PD317-PD453-PD319-PD320-PD321-PD322-PD323-PD324-PD325-PD326-PD327-PA357-PA358-PA686-PA359-PA360-PA361-PA362-PA692-PA374-PA375-PA376-PA377-PA187-PA186-PA378-PA4-PA5-PA6-PA8-PA725-PJ137-PJ138-PJ139-PJ140-PJ141-PJ142-PJ183-PJ143-PJ190-PJ145-PJ953-PJ146-PJ147-PJ148-PJ149-PJ1776-PJ991-PJ151-PJ152-PJ1571-PJ154-PJ155-PJ156-PJ157-PJ185-PJ158-PJ159-PJ1709-PJ1706-PJ1707-PJ1705-PJ1073-PJ232-PJ1668-PJ1701-PJ1721-PJ1620;Domingo y Festivos-07:30-22:45/Sábado-05:30-23:36/Lunes a Viernes-05:30-23:30;Domingo y Festivos-07:30-23:15/Lunes a Viernes-06:30-23:30/Sábado-05:30-23:42
423;Segunda Transversal;Plaza Italia;2;PI223-PI224-PI225-PI226-PI227-PI569-PI570-PI571-PI572-PI573-PI574-PI575-PI576-PI577-PI1537-PI1536-PI1535-PI1502-PI1501-PI584-PI1540-PI1484-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI437-PI438-PI448-PI340-PI439-PI342-PI1814-PA163-PA336-PA337-PA28-PA350-PA168-PA169-PA342;PA343-PA41-PA344-PA345-PA184-PA346-PA347-PA348-PA349-PI403-PI404-PI405-PI471-PI406-PJ112-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI1485-PI1538-PI1539-PI598-PI599-PI600-PI601-PI602-PI603-PI604-PI605-PI606-PI351-PI484-PI607-PI608-PI609-PI610-PI109-PI110-PI111-PI223;Lunes a Viernes-05:30-23:48/Sábado-06:08-23:48/Domingo y Festivos-06:30-23:43;Domingo y Festivos-06:54-23:43/Lunes a Viernes-06:06-23:58/Sábado-06:10-23:48
424;Pudahuel Sur;(M) U. De Chile;7;PI241-PI242-PJ108-PJ109-PJ110-PJ636-PJ637-PJ1763-PJ542-PJ543-PJ544-PJ545-PJ546-PJ547-PJ548-PJ235-PJ236-PI773-PI774-PJ1671-PJ237-PJ238-PJ239-PJ240-PJ241-PJ242-PJ243-PJ244-PJ1553-PJ1557-PJ1699-PI395-PI396-PI397-PI398-PI1632-PI437-PI438-PI448-PI340-PI439-PI342-PI1814-PA163-PA336-PA337-PA28-PA339;PA92-PA344-PA183-PA365-PA366-PA347-PA348-PA349-PA367-PI454-PI345-PI449-PI450-PI458-PJ165-PI407-PI408-PI409-PI410-PI1541-PI526-PI527-PJ1735-PJ245-PJ246-PJ1728-PJ249-PJ250-PJ1717-PJ1718-PJ1672-PI739-PI740-PJ1683-PJ253-PJ254-PJ632-PJ633-PJ634-PJ635-PJ1736-PJ110-PJ636-PJ637-PJ1763-PJ542-PJ543-PJ544-PJ545-PJ852-PJ853-PJ1733-PJ1732-PJ76-PI1652-PI212;Domingo y Festivos-05:30-00:12/Lunes a Viernes-05:30-00:12/Sábado-05:30-00:12;Domingo y Festivos-05:58-00:45/Lunes a Viernes-06:00-00:45/Sábado-05:57-00:45
425;Rigoberto Jara;Lo Hermida;2;PB951-PB1630-PB569-PB1250-PB1680-PB570-PB956-PB492-PB1631-PB494-PB495-PB407-PB496-PB497-PB498-PB499-PB582-PB467-PB1530-PB468-PB504-PB505-PB506-PB507-PB508-PB509-PB510-PB511-PB124-PB125-PB126-PB127-PB128-PB129-PB130-PB131-PB132-PC66-PC67-PC68-PC69-PC70-PC71-PC72-PC73-PC74-PC75-PC76-PC77-PC78-PC79-PC80-PD183-PD184-PD357-PD358-PD359-PD360-PD361-PD362-PD363-PD364-PD365-PD366-PD367-PD368-PD656-PD369-PD1412-PD370-PD371-PD864-PD865-PD1395-PD931-PD932-PD384-PD408-PD379-PD381;PD381-PD280-PD973-PD974-PD975-PD976-PD891-PD857-PD858-PD859-PD392-PD393-PD394-PD1371-PD395-PD396-PD397-PD398-PD399-PD400-PD401-PD402-PD403-PD404-PD405-PD406-PD407-PD181-PD182-PC52-PC53-PC54-PC55-PC56-PC57-PC58-PC59-PC60-PC61-PC62-PC1073-PC64-PC65-PB116-PB117-PB118-PB119-PB120-PB121-PB122-PB123-PB512-PB513-PB514-PB515-PB516-PB517-PB185-PB518-PB519-PB1237-PB448-PB470-PB471-PB472-PB473-PB474-PB475-PB476-PB477-PB520-PB521-PB522-PB1615-PB524-PB525-PB945-PB572-PB946-PB573-PB649-PB650-PB565-PB566-PB567;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59
426;Pudahuel;La Dehesa;2;PJ1755-PJ114-PJ115-PJ116-PJ164-PJ117-PJ118-PJ119-PJ170-PJ120-PJ121-PJ171-PJ123-PJ124-PJ173-PJ1777-PJ126-PJ175-PJ128-PJ176-PJ177-PJ178-PJ131-PJ179-PJ180-PJ133-PJ181-PJ135-PJ51-PJ136-PJ53-PJ54-PA1-PA599-PA2-PA368-PA657-PA369-PA370-PA338-PA598-PA339-PA371-PA341-PA372-PC199-PC200-PC201-PC202-PC1-PC2-PC204-PC205-PC206-PC155-PC156-PC157-PC158-PC159-PC160-PC161-PC162-PC163-PC1066-PC165-PC278-PC279-PC280-PC281-PC282-PC283-PC284-PC285-PC286-PC287-PC236-PC237-PC239-PC288-PC289-PC290-PC423-PC424-PC425-PC426-PC427-PC428-PC845-PC429-PC430-PC431-PC966-PC434;PC434-PC1088-PC437-PC438-PC439-PC440-PC364-PC365-PC1086-PC1087-PC1060-PC291-PC292-PC240-PC241-PC242-PC244-PC115-PC293-PC116-PC294-PC295-PC296-PC297-PC298-PC299-PC300-PC177-PC178-PC179-PC180-PC181-PC182-PC183-PC184-PC1106-PC185-PC186-PC1016-PC270-PC271-PC301-PC190-PC273-PC274-PC275-PC276-PC277-PA373-PA42-PA374-PA375-PA376-PA377-PA187-PA186-PA378-PA4-PA5-PA6-PA8-PA725-PJ137-PJ138-PJ139-PJ140-PJ141-PJ142-PJ183-PJ143-PJ190-PJ145-PJ953-PJ146-PJ147-PJ148-PJ149-PJ1776-PJ991-PJ151-PJ152-PJ153-PJ154-PJ155-PJ156-PJ157-PJ185-PJ158-PJ159-PJ160-PJ820-PJ161-PJ821-PJ1726-PJ1945;Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59
428;Quilicura;(M) La Cisterna;2;PB1237-PB448-PB470-PB471-PB472-PB473-PB474-PB475-PB476-PB477-PB457-PB458-PB459-PB460-PB1629-PB1683-PB478-PB479-PB480-PJ99-PJ100-PJ101-PJ102-PJ1743-PJ1744-PJ103-PJ104-PJ105-PJ106-PJ107-PI348-PI1652-PI212-PI1597-PI213-PI214-PI215-PI349-PI350-PI351-PI352-PI353-PI354-PI316-PI355-PI356-PI357-PH283-PH284-PH285-PH286-PH287-PH1498-PG411-PG412-PG413-PG251-PG252-PG59-PG60-PG1573;PG204-PG9-PG249-PG250-PG415-PG416-PG417-PG418-PH288-PH289-PH290-PH291-PH292-PI358-PI359-PI360-PI361-PI362-PI363-PI364-PI365-PI366-PI367-PI1462-PI237-PI238-PI239-PI240-PI241-PI242-PJ108-PJ109-PJ110-PJ111-PJ162-PJ1745-PJ1746-PJ846-PJ794-PB481-PB482-PB1664-PB483-PB484-PB485-PB486-PB487-PB488-PB403-PB404-PB405-PB406-PB496-PB497-PB498-PB499-PB500-PB501-PB502-PB1557;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59;Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59
428c;Pudahuel;(M) La Cisterna;2;PJ104-PJ105-PJ106-PJ107-PI348-PI1652-PI212-PI1597-PI213-PI214-PI215-PI349-PI350-PI351-PI352-PI353-PI354-PI316-PI355-PI356-PI357-PH283-PH284-PH285-PH286-PH287-PH1498-PG411-PG412-PG413-PG251-PG252-PG59-PG60-PG1573;PG204-PG9-PG249-PG250-PG415-PG416-PG417-PG418-PH288-PH289-PH290-PH291-PH292-PI358-PI359-PI360-PI361-PI362-PI363-PI364-PI365-PI366-PI367-PI1462-PI237-PI238-PI239-PI240-PI241-PI242-PJ108-PJ109-PJ110-PJ111-PJ162-PJ1726-PJ1945;Lunes a Viernes-16:30-21:24/Lunes a Viernes-05:30-09:22;Lunes a Viernes-16:30-21:22/Lunes a Viernes-05:30-09:20
