CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
98205;Fullcarga;DIPAN;LAGUNA SUR 439;PUDAHUEL;;337846;6296251;-70.7454099656879;-33.4612115354612
98226;Fullcarga;ADRIAN Y ANDREA;LAS QUINTAS 13282;EL BOSQUE;;345071;6282959;-70.6700066666666;-33.5821172222222
98227;Fullcarga;ACUARIO;MARTIN DE SOLIS 13949;SAN BERNARDO;;344008;6282374;-70.6815549556996;-33.5872361926005
98228;Fullcarga;EVELYN - LA PINTANA;JUNQUILLA 0854;LA PINTANA;;346693;6283261;-70.6524737153469;-33.5796319185225
98229;Fullcarga;JORGITO - PUENTE ALTO;EJERCITO LIBERTADORES 3156;PUENTE ALTO;;351791;6282960;-70.59761008979444;-33.58306160740876
98230;Fullcarga;GADAKY;ESCRITOR ROBERTO BOLAÑO 13636;SAN BERNARDO;;344716;6282451;-70.67391753;-33.58664568
98252;Fullcarga;MARIA - CERRO NAVIA;MAMA KRISTINA 1713;CERRO NAVIA;;337575;6300200;-70.74762003689793;-33.425565181761705
98259;Fullcarga;DONA PAULINA;BLANCO ENCALADA 40;QUILICURA;;338363;6306369;-70.7380365040379;-33.3700711604977
98273;Fullcarga;LA FENITA;LA PALMILLA 4870;CONCHALI;;344632;6305151;-70.6708881410185;-33.3819773834061
98279;Fullcarga;SANTA ISABEL;LAS TORRES 5000;PENALOLEN;;352768;6292118;-70.585581686;-33.500630573
98289;Fullcarga;LA MARTITA;DOMINGO SANTA MARIA 3605;RENCA;;342423;6302207;-70.6951372358685;-33.4081984715639
98298;Fullcarga;ROMA;EL MANZANAR 8192;CERRO NAVIA;;337046;6300351;-70.7532737622912;-33.4241267873409
98307;Fullcarga;KIKA MONY;CAUQUENES 6514;CERRO NAVIA;;339684;6300144;-70.7249503916645;-33.426389403059
202;Servipag;202-CRP PROVIDENCIA;HERNANDO DE AGUIRRE 136;PROVIDENCIA;Lun a Vie: 09:00 a 17:30;351214;6301111;-70.60100524;-33.41922206
206;Servipag;206-CRP SAN BERNARDO;OHIGGINS 528 – 2 piso Interior Supermercado Tottus;SAN BERNARDO;Lun a Vie: 09:00 a 19:00 - Sab: 11:00 a 14:00;341940;6281838;-70.7039004651875;-33.5916795375606
213;Servipag;213-APUMANQUE;MAR DE LOS SARGAZOS 5877;LAS CONDES;Lun a Vie: 09:00 a 19:00 / 15:00 a 19:00 - Sab: 10:00 a 14:00;354155;6302159;-70.569010977473;-33.4102508929983
229;Servipag;229-CRP REPUBLICA;AV. LIB. BERNARDO OHIGGINS 3470 - LOCAL Z-129 Z-131 Z-133;ESTACION CENTRAL;Lun a Dom: 10:00 a 20:00;343687;6297366;-70.6820469259232;-33.4520954959025
248;Servipag;248-SAN DIEGO;SAN DIEGO 628;SANTIAGO;Lun a Vie: 09:00 a 19:00 - Sab: 10:00 a 14:00;346716;6297281;-70.65001086;-33.45311661
250;Servipag;250-CRP HUERFANOS;HUERFANOS 1147 (Interior Galeria Pacifico);SANTIAGO;Lun a Vie: 09:00 a 17:30;346416;6298764;-70.65298961;-33.43970175
256;Servipag;256-CRP GRAN AVENIDA;GRAN AV. JOSE MIGUEL CARRERA 6150;SAN MIGUEL;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;346155;6290705;-70.657289;-33.5123
258;Servipag;258-CRP LA FLORIDA;AV. VICUNA MACKENNA ORIENTE 7110 LOCAL M 13;LA FLORIDA;Lun a Vie: 09:00 a 20:00 - Sab-Dom: 10:30 a 20:00;351399;6290113;-70.6000258343121;-33.5186525387528
266;Servipag;266-CRP MIRAFLORES;HUERFANOS 599;SANTIAGO;Lun a Vie: 08:00 a  20:00 - Sab: 10:00 a 14:00;347123;6298860;-70.64536835;-33.43893956
268;Servipag;268-CRP BUIN;BALMACEDA 388;BUIN;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;338722;6266100;-70.74157575;-33.73314355
302;Servipag;302-MALL PARQUE ARAUCO;AV. KENNEDY 5413;LAS CONDES;Lun a Sab: 10:00 a 21:00 - Dom: 11:00 a 21:00;353478;6303237;-70.57631265;-33.40036695
303;Servipag;303-LIDER EL ALBA;CAMINO EL ALBA  11865;LAS CONDES;Lun a Vie: 10:00 a 14:00 / 15:00 a 19:00 - Sab: 10:00 a 14:00;359068;6303229;-70.5162333698769;-33.4010283139606
304;Servipag;304-JUMBO BILBAO;AV. FRANCISCO BILBAO 4144;LAS CONDES;Lun a Sab: 08:00 a 22:00 - Dom: 09:00 a 22:00;353099;6299758;-70.57874111;-33.43115065
305;Servipag;305-JUMBO ALTO LAS CONDES;AV. KENNEDY 9001;LAS CONDES;Lun a Sab: 08:00 a 22:00 - Dom: 09:00 a 22:00;356319;6304535;-70.54556044;-33.38904057
308;Servipag;308-LIDER MACUL;AV. JOSE PEDRO ALESSANDRI 2127 LOC. 7;MACUL;Lun a Sab: 09:00 a 21:00;351490;6295020;-70.59890147;-33.47415316
310;Servipag;310-MONTSERRAT IRARRAZAVAL;AV. IRARRAZAVAL 1489;NUNOA;Lun a Sab: 09:00 a 21:00;349930;6297322;-70.61544197;-33.45320082
314;Servipag;314-EL MOLINO SANTA ROSA;AV. SANTA ROSA 2055;SANTIAGO;Lun a Vie: 11:00 - 15:00 / 16:00 - 20:00 - Sab: 11:00 a 15:00;347473;6295155;-70.64223536;-33.4723934
316;Servipag;316-JUMBO MAIPU;AV. AMERICO VESPUCIO 1001;MAIPU;Lun a Dom: 08:30 a 21:30;337347;6293521;-70.75146343;-33.48562899
318;Servipag;318-MONTSERRAT MAIPU;AV. ALFREDO SILVA CARVALLO 1401;MAIPU;Lun a Sab: 09:00 a 15:00 /15:30 a 21:00;335243;6288401;-70.77504674;-33.53146787
319;Servipag;319-MALL PLAZA OESTE TOTTUS;AV. AMERICO VESPUCIO 1501-Plaza Oeste;CERRILLOS;Lun a Dom: 09:00 a 21:00;340564;6290311;-70.71741989;-33.51506134
321;Servipag;321-SANTA ISABEL MELIPILLA;AV. MANZO 559;MELIPILLA;Lun a Vie : 11:00 a 15:00 /16:00 a 19:00 - Sab: 10:00 a 15:00;294761;6269864;-71.21501684;-33.69152417
322;Servipag;322-SANTA ISABEL SAN PABLO;AV. SAN PABLO 4870;QUINTA NORMAL;Lun a Vie: 11:00 - 15:00 / 16:00 - 20:00 - Sab: 11:00 a 15:00;341876;6298638;-70.70182802;-33.44017841
325;Servipag;325-LIDER MAIPU;AV. PAJARITOS 4500;MAIPU;Lun a Vie: 11:00 a 15:00 / 16:00 a 19:00 - Sab: 10:00 a 15:00;337897;6293981;-70.74546174;-33.48156735
326;Servipag;326-SANTA ISABEL CARLOS VALDOVINOS;AV. CARLOS VALDOVINOS 2020;PEDRO A. CERDA;Lun a Vie: 10:00 a 14:00 / 15:00 a 18:00 - Sab: 10:00 a 15:00;345537;6294398;-70.66318936;-33.47893789
331;Servipag;331-MONTSERRAT INDEPENDENCIA;AV. INDEPENDENCIA 2127;INDEPENDENCIA;Lun a Sab: 09:00 a 21:00;345636;6302389;-70.6605243636465;-33.4069322647918
336;Servipag;336-MONTSERRAT EL PEÑON;AV. MEXICO 1915;PUENTE ALTO;Lun a Vie: 11:00 - 15:00 / 16:00 - 19:00 - Sab: 10:00 a 14:00;344049;6289737;-70.55872528;-33.5946649
337;Servipag;337-SANTA ISABEL LA FLORIDA;AV. VICUNA MACKENNA 11145;LA FLORIDA;Lun a Vie: 11:00 - 15:00 / 16:00 - 19:00 - Sab: 10:00 a 14:00;352841;6285732;-70.58603117;-33.55810795
340;Servipag;340-SANTA ISABEL EL BOSQUE;GRAN AV. JOSE MIGUEL CARRERA 9863, PARADERO 29 1/2;EL BOSQUE;Lun a Vie: 11:00 - 15:00 / 16:00 - 20:00 - Sab: 11:00 a 15:00;344849;6286498;-70.67225258;-33.55034267
373;Servipag;373-SANTA ISABEL LA REINA;AV. LARRAIN 6677;LA REINA;Lun a Vie: 11:00 - 15:00 / 16:00 - 20:00 - Sab: 11:00 a 15:00;355013;6297466;-70.56074049;-33.4526017
374;Servipag;374-SANTA ISABEL GRECIA (EXTRA GRECIA);AV. GRECIA 5791 - ROTONDA GRECIA;PENALOLEN;Lun a Sab: 09:00 a 21:00;353758;6295570;-70.57455351;-33.46953054
377;Servipag;377-MALL PLAZA VIVACETA;AV. FERMIN VIVACETA 957;INDEPENDENCIA;Lun a Vie: 09:00 a 20:00 - Sab: 09:00 a 14:00;345440;6300900;-70.66312044;-33.42030144
379;Servipag;379-SANTA ISABEL QUILICURA;AV. MANUEL ANTONIO MATTA 437;QUILICURA;Lun a Sab: 09:00 a 21:00;339235;6306840;-70.72877164;-33.36583587
380;Servipag;380-SANTA ISABEL LA GRANJA;AV. SANTA ROSA 7668;LA GRANJA;Lun a Vie: 10:00 a 19:00 - Sab: 10:00 a 14:00;348205;6288988;-70.63540359;-33.52809713
383;Servipag;383-LIDER VITACURA;BUENAVENTURA 1770;VITACURA;Lun a Sab: 08:30 a 22:00- Dom: 09:00 a 22:00;354218;6304787;-70.56810589;-33.38648768
396;Servipag;396-SAN FRANCISCO SAN BERNARDO;ARTURO PRAT 117;SAN BERNARDO;Lun a Vie: 09:00 a 21:00 - Sab: 09:00 a 14:00;342423;6281555;-70.69895949;-33.5942756
397;Servipag;397-MONTSERRAT QUINTA NORMAL;AV. WALKER MARTINEZ 1650;QUINTA NORMAL;Lun a Vie: 10:00 a 14:00 / 15:00 a 20:00;342731;6299671;-70.692454;-33.431504
398;Servipag;398-SAN FRANCISCO BUIN;SAN MARTIN 174;BUIN;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;339237;6266225;-70.7360597;-33.73200032
403;Servipag;403-CENTRO COMERCIAL TIKAL;NICASIO RETAMALES 44;ESTACION CENTRAL;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;343091;6297159;-70.68902303;-33.45369038
404;Servipag;404-LIDER SANTA AMALIA;SANTA AMALIA 1763;LA FLORIDA;Lun a Dom: 09:00 a 20:00;354765;6287357;-70.5649315757077;-33.5435414237331
405;Servipag;405-LIDER LA REINA;AV. JORGE ALESSANDRI 1131;LA REINA;Lun a Sab: 09:00 a 21:00;356292;6296384;-70.54715961;-33.4625346
406;Servipag;406-EL MERCURIO;AV. SANTA MARIA 5542;VITACURA;Lun a Vie: 09:00 a 17:30;351938;6305034;-70.59256643;-33.38395175
414;Servipag;414-MONTSERRAT EL BOSQUE;GRAN AV. JOSE MIGUEL CARRERA 13125, Paradero 38;EL BOSQUE;Lun a Vie: 11:00 - 15:00 / 16:00 - 20:00 - Sab: 11:00 a 15:00;343093;6283705;-70.6908656314532;-33.574270112707
416;Servipag;416-UNIVERSIDAD DE CHILE BEAUCHEF;BEAUCHEF 850;SANTIAGO;Lun a Vie: 09:00 a 18:00;345440;6296805;-70.66381586;-33.45722162
417;Servipag;417-MALL PLAZA LYON;AV. RICARDO LYON 100  LOC. 62;PROVIDENCIA;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;350445;6300702;-70.60934021;-33.42280189
418;Servipag;418-LIDER QUILIN;AV. AMERICO VESPUCIO 3100;PENALOLEN;Lun a Sab: 09:00 a 21:00;353337;6293822;-70.57936076;-33.48523393
426;Servipag;426-SODIMAC RENCA;AV. PRESIDENTE EDUARDO FREI MONTALVA 3092;RENCA;Lun a Vie: 09:00 a 17:30;342964;6304063;-70.68553679;-33.39759061
439;Servipag;439-LIDER RECOLETA;AV. RECOLETA 3501;RECOLETA;Lun a Vie: 10:00 a 21:00 - Sab: 10:00 a 21:00;347313;6303866;-70.64247582;-33.39382816
442;Servipag;442-LIDER LAS CONDES;AV. LAS CONDES 12916;LO BARNECHEA;Lun a Vie: 10:00 a 14:00 / 15:00 a 19:00 - Sab: 10:00 a 14:00;359375;6306613;-70.51239755;-33.37071232
454;Servipag;454-JUMBO PAJARITOS (EX MONTECARLO);AV. PAJARITOS 3302;MAIPU;Lun a Vie: 09:00 a 21:00 - Sab: 10:00 a 20:00- Dom: 10:00 a 14:00;336835;6292144;-70.7572239;-33.49796996
457;Servipag;457-JUMBO LA FLORIDA;AV. VICUNA MACKENNA 6100;LA FLORIDA;Lun a Dom: 10:00 a 22:00;350670;6290949;-70.60851559;-33.51071617
460;Servipag;460-MUNICIPALIDAD DE CONCHALI;AV. DORSAL 1904;CONCHALI;Lun a Vie: 09:00 a 17:30;344792;6303337;-70.66966449;-33.39823886
464;Servipag;464-TOPs PUENTE ALTO;AV. CONCHA Y TORO 1036;PUENTE ALTO;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;353686;6280955;-70.57771977;-33.60129009
471;Servipag;471-SHOPPING LA DEHESA;EL RODEO 12850;LO BARNECHEA;Lun a Vie: 10:00 a 14:00 / 15:00 a 19:00 - Sab: 10:00 a 14:00;358565;6308571;-70.52079272;-33.35295179
474;Servipag;474-JUMBO LA REINA;AV. FRANCISCO BILBAO 8750;LAS CONDES;Lun a Dom: 09:00 a 22:00;356841;6300149;-70.54065413;-33.42865955
475;Servipag;475-MONTSERRAT CONCHALI;AV. INDEPENDENCIA 3601;CONCHALI;Lun a Sab: 09:00 a 21:00;344572;6303651;-70.67197428;-33.3953728
481;Servipag;481-DGA CIVIL;MIGUEL CLARO 1314;PROVIDENCIA;Lun-Jue 08:30 a 13:45 / 14:45 a 17:15 - Vie 08:30 a 13:45 /  14:45 a 16:15;349680;6298678;-70.61789931;-33.44093974
495;Servipag;495-SANTA ISABEL RENCA;AV. DOMINGO SANTA MARIA 3962;RENCA;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;341936;6302338;-70.70053385;-33.40683057
496;Servipag;496-SANTA ISABEL LOS PENSAMIENTOS;LOS PENSAMIENTOS 10260;LA GRANJA;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;349751;6286481;-70.61918317;-33.550921
498;Servipag;498-MALL DEL CENTRO;PUENTE 689, Subterraneo;SANTIAGO;Lun a Vie: 10:00 - 21:00  - Sab: 10:00 a 14:00 - Dom: 11:00 a 21:00;346553;6299269;-70.65142355;-33.43516897
506;Servipag;506-JUMBO LA DEHESA;AV. LA DEHESA 1445  - LOC. 1044;LO BARNECHEA;Lun a Dom: 10:00 a 21:00;358923;6307977;-70.51703954;-33.35835041
507;Servipag;507-MALL PLAZA NORTE;AV. AMERICO VESPUCIO 1737 - LOC. B 14;HUECHURABA;Lun a Dom: 10:00 a 20:00;343989;6306666;-70.67771798;-33.36810778
517;Servipag;517-JUMBO PENALOLEN;AV. SANCHEZ FONTECILLA 12000;PENALOLEN;Lun a Dom: 09:00 a 21:00;355357;6293675;-70.55765874;-33.48683307
518;Servipag;518-SANTA ISABEL CAMPANARIO;AV. WALKER MARTINEZ 1786;LA FLORIDA;Lun a Sab: 09:00 a 21:00;353420;6289717;-70.57914236;-33.52225851
523;Servipag;523-MALL MELIPILLA;AV. SERRANO 395, 2° Piso;MELIPILLA;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;294852;6270604;-71.21372508;-33.68496703
524;Servipag;524-UNIMARC GRAN AVENIDA;GRAN AV. JOSE MIGUEL CARRERA 5485;SAN MIGUEL;Lun a Sab: 09:00 a 21:00;346313;6291609;-70.655094;-33.503801
532;Servipag;532-SANTA ISABEL MAPOCHO;AV. ISMAEL  VALDES VERGARA 838;SANTIAGO;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;346737;6299415;-70.64942856;-33.43388359
533;Servipag;533-MONTSERRAT PAJARITOS;AV. GLADYS MARIN 6950;ESTACION CENTRAL;Lun a Vie: 11:00 - 15:00 / 16:00 - 19:00 - Sab: 10:00 a 15:00;339300;6295547;-70.7300319562957;-33.4677892179857
534;Servipag;534-MONTSERRAT PAINE;GENERAL BAQUEDANO 890;PAINE;Lun a Vie: 10:00 - 14:30 / 15:30 - 20:00 - Sab: 10:00 a 14:00;338748;6257094;-70.74300228;-33.81424288
551;Servipag;551-SAN FRANCISCO TALAGANTE LOS AROMOS;CALETERA LOS AROMOS 441  ;TALAGANTE;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;326121;6280326;-70.90982;-33.656297
558;Servipag;558-SANTA ISABEL EL ALBA (EX MONTECARLO);AV. LA FLORIDA  9385;LA FLORIDA;Lun a Vie: 10:00 a 18:00 - Sab: 10:00 a 15:00;354104;6287780;-70.5719898457932;-33.5397089329608
559;Servipag;559-SANTA ISABEL DOWNTOWN;AV. SAN MARTIN 029;SANTIAGO;Lun a Vie: 10:00 a 14:00 / 16:00 a 20:00 - Sab: 10:00 a 14:00;346023;6298231;-70.65730602;-33.44445005
560;Servipag;560-SANTA ISABEL CIUDAD SATELITE;AV. PARQUE CENTRAL PONIENTE 1040;MAIPU;Lun a Sab : 09:00 - 15:00 / 15:30 - 21:00;334173;6285123;-70.7871728;-33.56085311
563;Servipag;563-SANTA ISABEL HUERFANOS;HUERFANOS 1437;SANTIAGO;Lun a Vie: 10:00 a 14:00 / 15:00 a 20:00 - Sab: 10:00 a 14:00;346035;6298713;-70.65709652;-33.44011211
567;Servipag;567-CENTRO COMERCIAL  FRANKLIN;FRANKLIN 1010 - LOC. 25;SANTIAGO;Lun a Vie: 10:00 a 19:00 - Sab: 10:00 a 14:00;347057;6295045;-70.64673178;-33.47332636
568;Servipag;568-MALL PASEO ESTACION;San Borja 84 - Local B 127 ( Primer nivel);ESTACION CENTRAL;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;343883;6297319;-70.68019048;-33.45241009
576;Servipag;576-SANTA ISABEL LONQUEN;CRUCE LONQUEN / CAMINO CALERA DE TANGO;CALERA DE TANGO;Lun a Vie: 10:00 a 14:00 / 15:00 a 19:00 - Sab: 10:00 a 15:00;333198;6278170;-70.79886254;-33.62344114
581;Servipag;581-TOTTUS PUENTE ALTO;AV. CONCHA Y TORO 1477;PUENTE ALTO;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;353521;6281782;-70.57936142;-33.59380738
584;Servipag;584-METRO U. CHILE-SERRANO;METRO U. DE CHILE SALIDA SERRANO;SANTIAGO;Lun a Vie: 08:00 a 20:00 - Sab: 10:00 a 14:00;346604;6298297;-70.6502916805;-33.4437650271
586;Servipag;586-BODEGAS SAN FRANCISCO;PUERTO MADERO 9710;PUDAHUEL;Lun a Vie: 09:00 a 14:00 / 15:00 a 17:30;334226;6297340;-70.78413563;-33.45080099
589;Servipag;589-ENAER;GRAN AV. JOSE MIGUEL CARRERA 11087, Parad. 36 ½ (Interior de ENAER);EL BOSQUE;Lun a Vie: 09:00 a 18:00;344217;6285509;-70.68694071;-33.56936227
590;Servipag;590-LIDER QUILICURA;OHIGGINS 314;QUILICURA;Lun a Sab: 09:00 a 21:00;339177;6307950;-70.72986;-33.360227
639;Servipag;639-PORTAL EXPOSICION;CAMPBELL 3090 - LOC. 213;SANTIAGO;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;344125;6297435;-70.6777745;-33.45123192
647;Servipag;647-ESTACION METRO CERRO BLANCO;ESTACION METRO CERRO BLANCO - Local 6;RECOLETA;Lun a Vie: 09:00 a 14:00 / 15:00 a 18:00 - Sab: 10:00 a 14:00;347064;6300666;-70.6449391713;-33.4224768455
652;Servipag;652-ANIBAL PINTO;SAN MARTIN N° 600;QUILICURA;Lun a Vie: 08:00 a 20:00 - Sab: 10:00 a 14:00;338348;6306343;-70.7382585806507;-33.3702284885817
653;Servipag;653-MONTSERRAT ISLA DE MAIPO;AV. SANTELICES 641;ISLA DE MAIPO;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;323843;6263465;-70.9019236198609;-33.7541454288765
654;Servipag;654-CTI;ALBERTO LLONA 777;MAIPU;Lun a Vie: 09:00 a 17:30;337030;6289676;-70.75544136;-33.52036542
661;Servipag;661-ACADEMIA DE GUERRA;VALENZUELA LLANOS 623;LA REINA;Lun a Vie: 09:00 a 18:00;357270;6298358;-70.53632398;-33.4448629
666;Servipag;666-INTERMODAL;AV. AMERICO VESPUCIO 33 - LOC. 42 ;LA CISTERNA;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;345434;6287999;-70.66540141;-33.53662611
667;Servipag;667-JUMBO PLAZA PUENTE ALTO;SANTO DOMINGO 67;PUENTE ALTO;Lun a Vie: 09:00 a 20:00 - Sab: 11:00 a 19:00;353764;6279783;-70.5769777775113;-33.6116981099317
668;Servipag;668-METRO ESTACION TOBALABA;METRO ESTACION TOBALABA;PROVIDENCIA;Lun a Vie: 08:00 a 20:00 - Sab: 10:00 a 14:00;351068;6301189;-70.6018049957;-33.4183253038
683;Servipag;683-LIDER LAS REJAS;AV. LIB. BERNARDO OHIGGINS 5199;ESTACION CENTRAL;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;341478;6296753;-70.70633884;-33.45717127
684;Servipag;684-LIDER OESTE;AV. AMERICO VESPUCIO 2500;CERRILLOS;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00 ;341096;6290133;-70.7098458919462;-33.5173362202943
686;Servipag;686-SANTIAGO CENTRO;AV. LIB. BERNARDO OHIGGINS 969 LOC. 74;SANTIAGO;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 15:30;346722;6298360;-70.64976092;-33.44338828
691;Servipag;691-PeNaflor;21 DE MAYO 4400;PENAFLOR;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;323821;6279676;-70.8996138878165;-33.6084038324614
698;Servipag;698-SANTA ISABEL LA TRAVESIA;ISLA PORTEZUELO 615;PUDAHUEL;Lun a Vie: 10:00 - 15:00 / 16:00 - 19:00 - Sab: 10:00 a 14:00;336185;6297154;-70.763151;-33.451482
707;Servipag;707-SANTA ISABEL LO MARCOLETA;AV. LO MARCOLETA 361;QUILICURA;Lun a Vie: 11:00 a 13:00 / 14:00 a 20:00;337653;6307437;-70.7453896;-33.36048697
709;Servipag;709-SANTA ISABEL VALLE GRANDE;GENERAL SAN MARTIN 47, ESQ. AV. LA MONTAnA;LAMPA;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;341857;6313640;-70.73738841;-33.3637415
713;Servipag;713-SANTA ISABEL ACUENTA GABRIELA;AV GABRIELA PONIENTE 03960;PUENTE ALTO;Lun a Vie: 11:00 a 20:00;351028;6283022;-70.605822912767;-33.5823974728446
725;Servipag;725-MALL PLAZA SUR;AV. PRESIDENTE JORGE ALESSANDRI 20040 (Caletera Ruta 5 Sur Local B 121);SAN BERNARDO;Lun a Vie: 09:00 a 21:00 - Sab-Dom: 10:00 a 21:00;341142;6277668;-70.71326824;-33.62948511
730;Servipag;730-SAN ANTONIO II;SAN ANTONIO 277;SANTIAGO;Lun a Vie: 09:00 a 20:00 - Sab: 10:00 a 14:00;346881;6298784;-70.64798047;-33.43958745
731;Servipag;731-MUNICIPALIDAD VITACURA;AV. BICENTENARIO 3800;VITACURA;Lun a Vie: 08:30 a 15:00 / 15:30 a 18:00;351262;6303754;-70.60004201;-33.39540034
745;Servipag;745-SANTA ISABEL BUSTAMANTE;AV. VICUNA MACKENNA 1048;NUNOA;Lun a sab: 09:00 a 21:00;348580;6297134;-70.6297863634114;-33.4548350097525
748;Servipag;748-LIDER GENERAL VELASQUEZ;AV. Padre Hurtado 060 Loc. 5 Esq.Alameda- Interior Local Dogg S-Terragona);ESTACION CENTRAL;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;342855;6297198;-70.691487;-33.452832
749;Servipag;749-LIDER CENTRAL;AV. PAJARITOS 2689 (ESQ. AV. CENTRAL);MAIPU;Lun a Sab: 09:00 - 15:00 / 15:30 - 21:00;336813;6291899;-70.757311;-33.503596
750;Servipag;750-A CUENTA PeNaflor;21 DE MAYO 4075;PENAFLOR;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;324006;6279832;-70.89768721;-33.60693146
752;Servipag;752-LIDER SHOPPING PUENTE ALTO;AV. CONCHA Y TORO 1149;PUENTE ALTO;Luna a Vie: 10:00 a 20:00 -  Sab: 10:00 a 14:00;353681;6281158;-70.5774851721172;-33.5995494428859
756;Servipag;756-TOTTUS EL BOSQUE;GRAN AV. JOSE MIGUEL CARRERA 10375, PARADERO 31;EL BOSQUE;Lun a Vie: 09:00 a 21:00 - Sab: 09:00 a 14:00;344567;6286072;-70.67508439;-33.55395396
757;Servipag;757-MONTSERRAT COLINA;CARRETERA GENERAL SAN MARTIN 068;COLINA;Lun a Vie: 09:00 a 20:00 - Sab: 09:00 a 14:00;343892;6324771;-70.6756368;-33.20486651
758;Servipag;758-ACUENTA SANTA ROSA;AV. SANTA ROSA 7936;LA GRANJA;Lun a Vie: 10:00 a 15:00 / 16:00 a 19:00;348430;6286502;-70.6326461619056;-33.5502544767706
759;Servipag;759-TOTTUS NATANIEL;NATANIEL COX 620;SANTIAGO;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;346461;6297228;-70.65277054;-33.45356944
762;Servipag;762-MONTSERRAT BUIN;BALMACEDA 899;BUIN;Lun a Vie : 11:00 a 15:00 /16:00 a 19:00 - Sab: 10:00 a 15:00;338071;6266204;-70.74844989;-33.73203317
763;Servipag;763-LIDER ESPACIO URBANO;AV. PRINCIPE DE GALES 9140 LOC. 409;LA REINA;Lun a Vie: 11:00 a 15:00 / 15:30 a 19:00 - Sab: 11:00 a 14:00;357352;6298754;-70.53537466;-33.44131353
768;Servipag;768-SANTA ISABEL CERRO NAVIA;JOSE JOAQUIN PEREZ 7259;CERRO NAVIA;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;338676;6299794;-70.73603719;-33.42928442
773;Servipag;773-JUMBO LOS DOMINICOS;CAMINO EL ALBA  11969;LAS CONDES;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00 - Sab: 11:00 a 14:00;359078;6303230;-70.5159471;-33.40099294
776;Servipag;776-LIDER 10 DE JULIO;AV. DIEZ DE JULIO 1625;SANTIAGO;Lun a Vie: 11:00 a 15:00 / 16:00 a 20:00;346047;6297130;-70.65726428;-33.45439691
790;Servipag;790- MONSERRAT PEÑALOLEN;AV. GRECIA 8585;PENALOLEN;Luna a Vie: 09:00 a 21:00 - Sab: 09:00 a 21:00;356644;6294897;-70.5434024741001;-33.4761125273929
791;Servipag;791-JUMBO CONCHA Y TORO;AV. CONCHA Y TORO 3854 LOC. 1075;PUENTE ALTO;Lun a Dom : 09:00 a 21:00;353117;6284243;-70.58294397;-33.57166778
794;Servipag;794-EASY OCHAGAVIA;AV. JOSE JOAQUIN PRIETO 5531, LOC. 1003;PEDRO A. CERDA;Lun a Vie: 09:00 a 20:00 - Sab: 09:00 a 14:00;343792;6288462;-70.6828555221853;-33.5323749727552
802;Servipag;802-MALL PASEO SANTA FILOMENA;EUSEBIO LILLO 440;INDEPENDENCIA;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;347168;6299990;-70.6444841917732;-33.4288462205399
808;Servipag;808-TOTTUS LA FLORIDA;AV. AMERICO VESPUCIO 7310;LA FLORIDA;Lun a Vie: 10:00 a 19:00;351906;6290026;-70.595659;-33.519805
810;Servipag;810-SANTA ISABEL LA CISTERNA;GRAN AV. JOSE MIGUEL CARRERA 6610;LA CISTERNA;Lun a Vie: 10:00 a 20:00 - Sab: 10:00 a 14:00;345992;6290068;-70.6588035900165;-33.5180168198838
813;Servipag;813-COSTANERA CENTER;AV. ANDRES BELLO 2447 Local 216;PROVIDENCIA;Lun a Dom: 10:00 a 22:00;350541;6301280;-70.6081718086979;-33.4177753669844
